"vendor_id","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","mta_tax","tip_amount","tolls_amount","total_amount","imp_surcharge","extra","rate_code"
"VTS","2014-11-22T17:56:00.000","2014-11-22T18:15:00.000","1","1.76","-73.979429999999994","40.735506999999998",,"-73.984827999999993","40.753802","CSH","13","0.5","0","0","13.5","0",,"1"
"CMT","2014-04-27T16:22:50.000","2014-04-27T17:25:19.000","2","18.600000000000001","-73.790278999999998","40.643318999999998","N","-73.984369999999998","40.761996000000003","CSH","52","0.5","0","5.3300000000000001","57.829999999999998","0",,"2"
"VTS","2014-01-10T01:08:00.000","2014-01-10T01:23:00.000","1","2.3900000000000001","-74.004009999999994","40.742044999999997",,"-73.984251999999998","40.723216999999998","CRD","11.5","0.5","2","0","14.5","0.5",,"1"
"VTS","2014-08-18T00:01:00.000","2014-08-18T00:12:00.000","1","1.96","-73.998949999999994","40.734169999999999",,"-73.984909999999999","40.719070000000002","CRD","9","0.5","1.8999999999999999","0","11.9","0.5",,"1"
"VTS","2014-12-25T13:24:00.000","2014-12-25T13:37:00.000","1","3.0499999999999998","-74.007812000000001","40.740555000000001",,"-73.979716999999994","40.767601999999997","CRD","12","0.5","1","0","13.5","0",,"1"
"CMT","2014-06-13T21:13:54.000","2014-06-13T21:24:02.000","1","1.5","-73.986727000000002","40.748806999999999","N","-74.004002999999997","40.742086999999998","CRD","8.5","0.5","1.8999999999999999","0","11.4","0.5",,"1"
"CMT","2014-12-10T02:25:46.000","2014-12-10T02:33:32.000","1","1.3999999999999999","-73.972736999999995","40.758929000000002","Y","-73.991670999999997","40.766311999999999","CRD","7.5","0.5","1.7","0","10.199999999999999","0.5",,"1"
"VTS","2014-06-01T14:24:00.000","2014-06-01T14:42:00.000","1","5.7300000000000004","-73.988110000000006","40.720027000000002",,"-73.956012000000001","40.775497000000001","CRD","19.5","0.5","3.8999999999999999","0","23.899999999999999","0",,"1"
"VTS","2014-01-30T19:31:00.000","2014-01-30T20:03:00.000","1","10.869999999999999","-73.865632000000005","40.770916999999997",,"-74.006456999999997","40.733061999999997","CRD","34.5","0.5","8.1699999999999999","5.3300000000000001","49.5","1",,"1"
"VTS","2014-03-21T21:43:00.000","2014-03-21T21:52:00.000","1","1.95","-74.001716999999999","40.740872000000003",,"-73.978211999999999","40.751327000000003","CRD","8.5","0.5","1.8","0","11.300000000000001","0.5",,"1"
"VTS","2014-08-27T13:57:00.000","2014-08-27T14:09:00.000","2","2.4399999999999999","-74.004504999999995","40.741695",,"-73.982862999999995","40.760706999999996","CRD","10.5","0.5","2.1000000000000001","0","13.1","0",,"1"
"CMT","2014-02-18T16:15:14.000","2014-02-18T16:19:20.000","1","0.80000000000000004","-74.001845000000003","40.740957999999999","N","-73.992825999999994","40.748448000000003","CRD","5","0.5","2","0","8.5","1",,"1"
"CMT","2014-10-17T22:07:00.000","2014-10-17T22:13:29.000","1","1.1000000000000001","-73.981742999999994","40.773726000000003","N","-73.964291000000003","40.765296999999997","CRD","6.5","0.5","1.5","0","9","0.5",,"1"
"CMT","2014-02-16T00:53:19.000","2014-02-16T01:01:00.000","1","3","-73.978312000000003","40.736995999999998","N","-73.954975000000005","40.769936000000001","CRD","10.5","0.5","2.2999999999999998","0","13.800000000000001","0.5",,"1"
"VTS","2014-12-15T09:17:00.000","2014-12-15T09:20:00.000","1","0.39000000000000001","-73.963404999999995","40.769176999999999",,"-73.965626999999998","40.765611999999997","CRD","4","0.5","1","0","5.5","0",,"1"
"CMT","2014-12-28T14:15:18.000","2014-12-28T14:38:26.000","3","2.7000000000000002","-73.982657000000003","40.723235000000003","N","-73.990396000000004","40.751012000000003","CSH","15.5","0.5","0","0","16","0",,"1"
"CMT","2014-11-10T08:27:35.000","2014-11-10T09:06:16.000","1","3.8999999999999999","-73.960721000000007","40.769911999999998","N","-74.005611000000002","40.751016","CSH","24.5","0.5","0","0","25","0",,"1"
"VTS","2014-05-01T10:38:00.000","2014-05-01T11:04:00.000","5","10.65","-73.866500000000002","40.771337000000003",,"-73.823269999999994","40.672204999999998","CSH","32","0.5","0","0","32.5","0",,"1"
"VTS","2014-11-18T20:37:00.000","2014-11-18T21:00:00.000","2","4.1200000000000001","-73.993155000000002","40.737516999999997",,"-73.951182000000003","40.771836999999998","CSH","18","0.5","0","0","19","0.5",,"1"
"CMT","2014-11-22T21:20:03.000","2014-11-22T21:30:25.000","1","2.2999999999999998","-73.955614999999995","40.779279000000002","N","-73.973612000000003","40.750397999999997","CSH","9.5","0.5","0","0","10.5","0.5",,"1"
"CMT","2014-06-29T21:35:45.000","2014-06-29T22:01:00.000","1","6.0999999999999996","-74.001681000000005","40.741047000000002","N","-73.927121999999997","40.762718999999997","CRD","22","0.5","1","0","24","0.5",,"1"
"CMT","2014-03-14T19:26:28.000","2014-03-14T19:35:54.000","2","1","-74.003406999999996","40.743380999999999","N","-74.003557000000001","40.732022999999998","CRD","7.5","0.5","1.8","0","10.800000000000001","1",,"1"
"CMT","2014-12-09T14:42:30.000","2014-12-09T14:51:23.000","1","0.5","-73.980675000000005","40.779949999999999","N","-73.980643000000001","40.785848999999999","CRD","7","0.5","0.75","0","8.25","0",,"1"
"VTS","2014-10-31T07:48:00.000","2014-10-31T07:53:00.000","1","0.82999999999999996","-73.968350000000001","40.762161999999996",,"-73.966661999999999","40.754102000000003","CSH","5","0.5","0","0","5.5","0",,"1"
"VTS","2014-07-19T11:49:00.000","2014-07-19T12:00:00.000","5","2.0699999999999998","-73.998369999999994","40.735211999999997",,"-73.979832000000002","40.760796999999997","CRD","10","0.5","2","0","12.5","0",,"1"
"VTS","2014-10-15T20:07:00.000","2014-10-15T20:10:00.000","6","0.68999999999999995","-73.993042000000003","40.746426999999997",,"-74.002975000000006","40.749557000000003","CRD","4.5","0.5","1","0","6.5","0.5",,"1"
"VTS","2014-01-26T20:46:00.000","2014-01-26T20:52:00.000","1","0.58999999999999997","-73.977620000000002","40.759312000000001",,"-73.982545000000002","40.76202","CSH","5.5","0.5","0","0","6.5","0.5",,"1"
"VTS","2014-06-05T09:49:00.000","2014-06-05T10:22:00.000","2","2.4399999999999999","-73.964207000000002","40.776541999999999",,"-73.981942000000004","40.756661999999999","CRD","19.5","0.5","3.8999999999999999","0","23.899999999999999","0",,"1"
"CMT","2014-10-22T23:55:58.000","2014-10-23T00:23:30.000","2","16.699999999999999","-73.789473999999998","40.646619000000001","Y","-73.962601000000006","40.755191000000003","CRD","52","0.5","15.75","0","68.25","0",,"2"
"VTS","2014-10-20T18:13:00.000","2014-10-20T18:16:00.000","1","0.31","-73.981921999999997","40.778441999999998",,"-73.982044999999999","40.773859999999999","CRD","4","0.5","0","0","5.5","1",,"1"
"VTS","2014-05-20T20:00:00.000","2014-05-20T20:30:00.000","1","7.1299999999999999","-73.996562999999995","40.742764999999999",,"-73.985586999999995","40.666249999999998","CRD","26","0.5","6.3700000000000001","5.3300000000000001","38.700000000000003","0.5",,"1"
"CMT","2014-01-31T08:10:13.000","2014-01-31T08:35:44.000","1","2.5","-73.968609999999998","40.786569999999998","N","-73.970845999999995","40.759130999999996","CSH","17","0.5","0","0","17.5","0",,"1"
"VTS","2014-07-15T19:53:00.000","2014-07-15T20:07:00.000","1","2.7000000000000002","-73.956140000000005","40.764650000000003",,"-73.987799999999993","40.74935","CRD","11.5","0.5","1.5","0","14.5","1",,"1"
"CMT","2014-01-16T08:23:19.000","2014-01-16T08:50:51.000","1","3.1000000000000001","-73.970797000000005","40.788307000000003","N","-73.972399999999993","40.755108","CSH","18.5","0.5","0","0","19","0",,"1"
"VTS","2014-08-05T17:30:00.000","2014-08-05T18:07:00.000","1","15.93","-73.776903000000004","40.645037000000002",,"-73.775047999999998","40.784106999999999","CRD","45","0.5","11.5","0","58","1",,"1"
"VTS","2014-06-04T08:45:00.000","2014-06-04T08:51:00.000","1","0.65000000000000002","-73.976939999999999","40.755760000000002",,"-73.970129999999997","40.765189999999997","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-01-12T14:17:00.000","2014-01-12T14:30:00.000","1","2.7799999999999998","-74.006051999999997","40.740012",,"-73.976562000000001","40.764491999999997","CRD","11.5","0.5","2","0","14","0",,"1"
"CMT","2014-03-20T17:09:41.000","2014-03-20T17:21:19.000","1","2.2999999999999998","-73.992797999999993","40.768233000000002","N","-73.958628000000004","40.765466000000004","CRD","10.5","0.5","1.5","0","13.5","1",,"1"
"CMT","2014-03-23T00:52:25.000","2014-03-23T01:09:18.000","2","6.5999999999999996","-73.989597000000003","40.762737000000001","N","-73.946162999999999","40.833820000000003","CRD","20.5","0.5","0.5","0","22","0.5",,"1"
"VTS","2014-10-09T06:58:00.000","2014-10-09T07:12:00.000","1","3.3599999999999999","-73.950550000000007","40.771299999999997",,"-73.952920000000006","40.805480000000003","CRD","13","0.5","2","0","15.5","0",,"1"
"VTS","2014-01-29T18:29:00.000","2014-01-29T18:58:00.000","1","3.77","-73.956896999999998","40.774292000000003",,"-73.984087000000002","40.730265000000003","CRD","19.5","0.5","2.5","0","23.5","1",,"1"
"CMT","2014-03-31T20:06:23.000","2014-03-31T20:15:36.000","2","1.3999999999999999","-73.978019000000003","40.737687999999999","N","-73.983176","40.747636","CSH","8.5","0.5","0","0","9.5","0.5",,"1"
"CMT","2014-01-07T02:42:43.000","2014-01-07T02:44:42.000","3","0.5","-73.992732000000004","40.756749999999997","N","-73.990210000000005","40.752692000000003","CSH","4","0.5","0","0","5","0.5",,"1"
"VTS","2014-03-10T20:35:00.000","2014-03-10T20:42:00.000","1","1.02","-73.982320000000001","40.751506999999997",,"-73.973027000000002","40.743510000000001","CSH","6","0.5","0","0","7","0.5",,"1"
"CMT","2014-10-07T10:42:23.000","2014-10-07T10:45:52.000","1","0.80000000000000004","-73.982547999999994","40.770119000000001","N","-73.974870999999993","40.762807000000002","CSH","4.5","0.5","0","0","5","0",,"1"
"CMT","2014-03-15T14:38:09.000","2014-03-15T15:00:19.000","1","3.7000000000000002","-73.978611999999998","40.759067999999999","N","-74.006134000000003","40.71452","CRD","16","0.5","4.9500000000000002","0","21.449999999999999","0",,"1"
"CMT","2014-03-20T19:37:26.000","2014-03-20T19:46:57.000","1","4.9000000000000004","-74.014493999999999","40.71434","N","-73.978025000000002","40.736668000000002","CRD","15.5","0.5","1.5","0","18.5","1",,"1"
"CMT","2014-04-08T05:29:18.000","2014-04-08T05:35:50.000","1","2","-73.982178000000005","40.776955999999998","N","-73.991084999999998","40.750253000000001","CSH","8","0.5","0","0","9","0.5",,"1"
"CMT","2014-11-14T10:22:12.000","2014-11-14T10:35:28.000","1","1.6000000000000001","-73.971541999999999","40.761702","N","-73.960042999999999","40.781588999999997","CSH","10.5","0.5","0","0","11","0",,"1"
"CMT","2014-11-02T12:35:58.000","2014-11-02T12:51:36.000","1","2.7000000000000002","-73.986036999999996","40.768000999999998","N","-73.953757999999993","40.779040999999999","CSH","12.5","0.5","0","0","13","0",,"1"
"CMT","2014-03-05T09:27:23.000","2014-03-05T09:44:03.000","1","2","-73.991641000000001","40.739260000000002","N","-73.974131999999997","40.755575","CSH","11.5","0.5","0","0","13","1",,"1"
"CMT","2014-09-09T22:17:03.000","2014-09-09T22:25:38.000","1","2","-73.975337999999994","40.761017000000002","N","-73.952952999999994","40.772109999999998","CSH","8.5","0.5","0","0","9.5","0.5",,"1"
"VTS","2014-08-12T18:54:00.000","2014-08-12T19:07:00.000","3","1.78","-73.999404999999996","40.725085",,"-74.000427000000002","40.708374999999997","CRD","9.5","0.5","1","0","12","1",,"1"
"CMT","2014-02-23T13:55:40.000","2014-02-23T14:07:44.000","1","2.2999999999999998","-73.965022000000005","40.775505000000003","N","-73.989172999999994","40.752952000000001","CRD","11","0.5","2.8500000000000001","0","14.35","0",,"1"
"VTS","2014-07-19T12:03:00.000","2014-07-19T12:32:00.000","5","13.18","-73.994636999999997","40.734622000000002",,"-73.852225000000004","40.753124999999997","CRD","37","0.5","8.4700000000000006","5.3300000000000001","51.299999999999997","0",,"1"
"VTS","2014-04-08T22:07:00.000","2014-04-08T22:09:00.000","2","0.57999999999999996","-73.993602999999993","40.724542",,"-73.998157000000006","40.729464999999998","CRD","4.5","0.5","1","0","6.5","0.5",,"1"
"CMT","2014-10-02T20:55:31.000","2014-10-02T21:12:49.000","1","5","-74.013506000000007","40.715409999999999","N","-73.984808000000001","40.779392000000001","CRD","17.5","0.5","3.7000000000000002","0","22.199999999999999","0.5",,"1"
"VTS","2014-03-30T21:33:00.000","2014-03-30T21:57:00.000","1","5.6699999999999999","-73.991271999999995","40.744450000000001",,"-73.940233000000006","40.694240000000001","CRD","21","0.5","1","0","23","0.5",,"1"
"CMT","2014-11-15T00:53:27.000","2014-11-15T01:03:50.000","1","2.2000000000000002","-73.970045999999996","40.752865999999997","N","-73.978680999999995","40.724406999999999","CRD","10","0.5","1","0","12","0.5",,"1"
"VTS","2014-03-02T19:16:00.000","2014-03-02T19:25:00.000","1","1.3300000000000001","-73.975958000000006","40.751390000000001",,"-73.990587000000005","40.751066999999999","CRD","7.5","0.5","2.25","0","10.25","0",,"1"
"VTS","2014-02-03T08:17:00.000","2014-02-03T08:27:00.000","2","1.6699999999999999","-73.990264999999994","40.746647000000003",,"-73.971577999999994","40.755887000000001","CRD","8.5","0.5","1","0","10","0",,"1"
"VTS","2014-03-19T19:24:00.000","2014-03-19T19:33:00.000","1","0.77000000000000002","-73.969710000000006","40.766179999999999",,"-73.977682000000001","40.757995000000001","CSH","7","0.5","0","0","8.5","1",,"1"
"VTS","2014-05-23T09:11:00.000","2014-05-23T09:22:00.000","1","1.1799999999999999","-73.959149999999994","40.771712000000001",,"-73.971427000000006","40.760995000000001","CRD","8.5","0.5","1","0","10","0",,"1"
"VTS","2014-06-25T00:34:00.000","2014-06-25T00:40:00.000","1","1.5600000000000001","-73.993656999999999","40.743344999999998",,"-73.986694999999997","40.761482000000001","CRD","7","0.5","1.8799999999999999","0","9.8800000000000008","0.5",,"1"
"CMT","2014-06-14T20:00:47.000","2014-06-14T20:05:47.000","1","0.80000000000000004","-73.998846","40.734130999999998","N","-73.992380999999995","40.727549000000003","CSH","5.5","0.5","0","0","6","0",,"1"
"VTS","2014-10-23T00:37:00.000","2014-10-23T00:46:00.000","1","3.7200000000000002","-73.986287000000004","40.722262000000001",,"-73.940690000000004","40.725831999999997","CSH","12.5","0.5","0","0","13.5","0.5",,"1"
"CMT","2014-12-07T01:14:37.000","2014-12-07T01:19:57.000","2","0.90000000000000002","-73.993043999999998","40.724406000000002","N","-73.987938","40.728343000000002","CRD","5.5","0.5","1.95","0","8.4499999999999993","0.5",,"1"
"VTS","2014-07-09T06:06:00.000","2014-07-09T06:12:00.000","5","1.4199999999999999","-73.981740000000002","40.742342000000001",,"-73.992795000000001","40.753326999999999","CSH","7","0.5","0","0","7.5","0",,"1"
"CMT","2014-07-14T20:25:09.000","2014-07-14T20:34:19.000","1","1.7","-73.966357000000002","40.767245000000003","N","-73.948611999999997","40.778087999999997","CRD","8.5","0.5","1","0","10.5","0.5",,"1"
"VTS","2014-07-15T00:53:00.000","2014-07-15T01:19:00.000","5","10.85","-73.866034999999997","40.770895000000003",,"-73.985906999999997","40.777380000000001","CRD","32","0.5","7.5700000000000003","5.3300000000000001","45.899999999999999","0.5",,"1"
"VTS","2014-07-25T00:23:00.000","2014-07-25T00:26:00.000","1","1.23","-73.873440000000002","40.773989999999998",,"-73.886269999999996","40.765860000000004","CRD","5.5","0.5","1.2","0","7.7000000000000002","0.5",,"1"
"VTS","2014-04-13T22:02:00.000","2014-04-13T22:14:00.000","5","4.7000000000000002","-73.946202999999997","40.772832000000001",,"-73.995639999999995","40.728225000000002","CSH","15.5","0.5","0","0","16.5","0.5",,"1"
"VTS","2014-01-27T10:34:00.000","2014-01-27T11:16:00.000","1","23.59","-73.783697000000004","40.648654999999998",,"-73.883960000000002","40.858752000000003","CSH","65.5","0.5","0","5.3300000000000001","71.329999999999998","0",,"1"
"CMT","2014-02-25T08:05:53.000","2014-02-25T08:38:40.000","1","7.5999999999999996","-73.991635000000002","40.750062999999997","N","-73.927226000000005","40.818727000000003","CRD","28","0.5","3","0","31.5","0",,"1"
"VTS","2014-10-21T09:53:00.000","2014-10-21T10:08:00.000","1","1.03","-73.98724","40.770870000000002",,"-73.983360000000005","40.760542000000001","CRD","10.5","0.5","3","0","14","0",,"1"
"CMT","2014-08-20T15:25:06.000","2014-08-20T15:46:36.000","1","1.8","-73.976815999999999","40.760421999999998","N","-73.975013000000004","40.741486999999999","CRD","14","0.5","2.8999999999999999","0","17.399999999999999","0",,"1"
"VTS","2014-11-10T12:41:00.000","2014-11-10T13:16:00.000","2","9.6699999999999999","-73.862989999999996","40.768886999999999",,"-73.993020000000001","40.756841999999999","CSH","34.5","0.5","0","5.3300000000000001","40.329999999999998","0",,"1"
"VTS","2014-01-27T18:07:00.000","2014-01-27T18:09:00.000","5","0.27000000000000002","-73.984139999999996","40.765422000000001",,"-73.981246999999996","40.764915000000002","CSH","3","0.5","0","0","4.5","1",,"1"
"CMT","2014-01-26T00:43:53.000","2014-01-26T00:53:49.000","2","1.8999999999999999","-73.97833","40.788325","N","-73.952033","40.781533000000003","CRD","9.5","0.5","1.5","0","12","0.5",,"1"
"CMT","2014-03-25T15:53:12.000","2014-03-25T16:06:28.000","1","2.2999999999999998","-73.976022","40.776538000000002","N","-74.002814999999998","40.760534999999997","CSH","11.5","0.5","0","0","12","0",,"1"
"VTS","2014-01-26T14:06:00.000","2014-01-26T14:15:00.000","1","1.73","-73.994532000000007","40.750542000000003",,"-73.976164999999995","40.764425000000003","CRD","8.5","0.5","1.7","0","10.699999999999999","0",,"1"
"VTS","2014-02-15T15:10:00.000","2014-02-15T15:20:00.000","4","1.3799999999999999","-73.937217000000004","40.801907",,"-73.943309999999997","40.810772","CSH","7.5","0.5","0","0","8","0",,"1"
"CMT","2014-04-26T19:06:56.000","2014-04-26T19:09:59.000","1","0.69999999999999996","-73.953136999999998","40.811014999999998","N","-73.952859000000004","40.819215","CRD","4.5","0.5","1","0","6","0",,"1"
"VTS","2014-03-21T13:48:00.000","2014-03-21T14:09:00.000","1","4.7699999999999996","-73.986197000000004","40.757424999999998",,"-74.015424999999993","40.709809999999997","CRD","19","0.5","3.7999999999999998","0","23.300000000000001","0",,"1"
"VTS","2014-02-14T04:26:00.000","2014-02-14T04:39:00.000","1","6.4000000000000004","-73.953427000000005","40.730286999999997",,"-73.891592000000003","40.770626999999998","CSH","19","0.5","0","0","20","0.5",,"1"
"CMT","2014-05-25T17:11:34.000","2014-05-25T17:14:17.000","1","0.80000000000000004","-73.991241000000002","40.75018","N","-73.989958999999999","40.741565000000001","CSH","4.5","0.5","0","0","5","0",,"1"
"VTS","2014-10-06T23:44:00.000","2014-10-06T23:50:00.000","1","0.73999999999999999","-73.984206999999998","40.725312000000002",,"-73.984722000000005","40.718977000000002","CSH","6","0.5","0","0","7","0.5",,"1"
"CMT","2014-01-28T09:18:04.000","2014-01-28T09:38:57.000","1","4.2999999999999998","-73.980761999999999","40.787092000000001","N","-74.001833000000005","40.737107000000002","CRD","16.5","0.5","2","0","19","0",,"1"
"CMT","2014-12-09T10:45:14.000","2014-12-09T10:55:47.000","1","1.2","-74.006010000000003","40.739860999999998","N","-74.005483999999996","40.728503000000003","CRD","8.5","0.5","1.8","0","10.800000000000001","0",,"1"
"CMT","2014-03-26T10:49:58.000","2014-03-26T10:54:55.000","1","0.90000000000000002","-73.997776999999999","40.746459999999999","N","-74.008076000000003","40.740256000000002","CSH","5.5","0.5","0","0","6","0",,"1"
"CMT","2014-02-26T15:36:08.000","2014-02-26T15:43:05.000","1","1.3","-73.966969000000006","40.804101000000003","N","-73.973634000000004","40.787101","CSH","7.5","0.5","0","0","8","0",,"1"
"VTS","2014-05-31T12:19:00.000","2014-05-31T13:01:00.000","1","12.380000000000001","-73.79034","40.644041999999999",,"-73.950086999999996","40.685541999999998","CSH","40.5","0.5","0","0","41","0",,"1"
"VTS","2014-07-23T21:43:00.000","2014-07-23T21:55:00.000","1","2.1499999999999999","-73.972227000000004","40.794282000000003",,"-73.951407000000003","40.813490000000002","CRD","10.5","0.5","2.2000000000000002","0","13.699999999999999","0.5",,"1"
"CMT","2014-03-30T19:49:44.000","2014-03-30T19:54:19.000","1","0.90000000000000002","-73.920424999999994","40.756489999999999","N","-73.921786999999995","40.766249999999999","CSH","5.5","0.5","0","0","6","0",,"1"
"VTS","2014-08-25T22:14:00.000","2014-08-25T22:32:00.000","1","4.0999999999999996","-73.982375000000005","40.727711999999997",,"-73.989277999999999","40.768504999999998","CRD","16","0.5","2","0","19","0.5",,"1"
"CMT","2014-03-19T10:12:44.000","2014-03-19T10:51:22.000","1","11.4","-73.866027000000003","40.770851","N","-73.982969999999995","40.764558999999998","CRD","38.5","0.5","5","5.3300000000000001","49.329999999999998","0",,"1"
"VTS","2014-11-06T07:31:00.000","2014-11-06T07:43:00.000","1","1.21","-73.957040000000006","40.785829999999997",,"-73.96611","40.789850000000001","CRD","9","0.5","1.8","0","11.300000000000001","0",,"1"
"VTS","2014-06-09T17:33:00.000","2014-06-09T17:41:00.000","1","1.71","-73.994647000000001","40.724961999999998",,"-74.000707000000006","40.741661999999998","CSH","8","0.5","0","0","9.5","1",,"1"
"CMT","2014-02-28T19:04:40.000","2014-02-28T19:09:42.000","2","0.69999999999999996","-73.959176999999997","40.775084999999997","N","-73.967855","40.771096999999997","CSH","5.5","0.5","0","0","7","1",,"1"
"VTS","2014-01-29T10:45:00.000","2014-01-29T10:54:00.000","1","0.66000000000000003","-74.006055000000003","40.749892000000003",,"-74.004452000000001","40.757502000000002","CRD","7","0.5","1.3999999999999999","0","8.9000000000000004","0",,"1"
"VTS","2014-11-25T14:44:00.000","2014-11-25T14:48:00.000","1","0.57999999999999996","-73.985822999999996","40.758037000000002",,"-73.991190000000003","40.7502","CRD","4.5","0.5","1.1200000000000001","0","6.1200000000000001","0",,"1"
"VTS","2014-09-11T11:25:00.000","2014-09-11T11:36:00.000","1","1.2","-73.996762000000004","40.747622",,"-74.000290000000007","40.735169999999997","CRD","8.5","0.5","1.7","0","10.699999999999999","0",,"1"
